EMPLOYER_KEY,EMPLOYER_NAME,Certified_LCAs,New_Employment_Approval,Most_Common_SOC,Median_Prevailing_Wage_Level,Median_Annualized_Prevailing_Wage
tanewatermanwurtzelpc,Tane Waterman & Wurtzel PC,1,0,Lawyers,I,93662
tangipahoaparishschoolsystem,Tangipahoa Parish School System,2,0,"Middle School Teachers, Except Special and Career/Technical Education",II,50200
tanium,Tanium,4,0,Software Developers,IV,191734.5
tanviitsolutions,TANVI IT SOLUTIONS,18,0,Software Developers,II,112382.5
taodigitalsolutions,TAO DIGITAL SOLUTIONS,2,0,Data Scientists,I,80849.5
taola,Taola,1,0,Editors,I,59530
taoperating,TA Operating,1,0,Software Developers,III,111010
taprootsolutions,Taproot Solutions,13,0,Software Developers,II,105997
targetbase,Targetbase,1,0,Business Intelligence Analysts,II,92040
targethealth,Target Health,4,0,Computer Programmers,I,79944.5
tarkettusa,Tarkett USA,3,0,Software Developers,II,128794
tarsatus,Tarsat US,2,0,Financial and Investment Analysts,I,91031.1
tascperformance,tasc Performance,1,0,Financial Managers,III,139090
tatari,Tatari,1,0,Data Scientists,II,118414
tatvamtechnologies,Tatvam Technologies,1,0,Software Developers,III,109949
tauck,Tauck,1,0,Software Quality Assurance Analysts and Testers,III,101483
taulia,Taulia,4,0,Business Intelligence Analysts,II,116170
taurusindustrialgroup,Taurus Industrial Group,5,0,Mechanical Engineers,II,93059.2
tauruslabs,Taurus Labs,1,0,Software Developers,II,123656
tauto,TAUTO,1,0,Information Technology Project Managers,IV,153046
tawkit,Tawkit,1,0,Software Developers,III,180960
taxact,TaxAct,3,0,Software Developers,III,103230
taxcreditco,Tax Credit Co.,1,0,Software Developers,IV,173763
taxdefensenetworkamoneysolvercompany,Tax Defense Network (A MoneySolver Company),1,0,Software Developers,II,96366
taxgpt,TaxGPT,1,0,Computer Programmers,II,94890
taylorcorporation,Taylor Corporation,2,0,Software Developers,II,108025
taylorfarmssouthwest,Taylor Farms Southwest,1,0,Supply Chain Managers,III,106995
taylormadegolfcompany,Taylor Made Golf Company,2,0,Computer Systems Engineers/Architects,II,116542.5
taylormadesoftware,Taylor Made Software,1,0,Software Developers,II,106558
taylorvalvetechnology,Taylor Valve Technology,1,0,Mechanical Engineers,III,90168
tays,TAYS,1,0,Operations Research Analysts,II,83179
tbconstructionconsultants,TB CONSTRUCTION CONSULTANTS,1,0,Cost Estimators,IV,110531
tbconsulting,TB Consulting,1,0,Computer and Information Systems Managers,IV,197954
tbctheboringcompany,TBC - The Boring Company,3,0,Architectural and Engineering Managers,III,181314
tbwaworldwide,TBWA Worldwide,2,0,Accountants and Auditors,II,104553
tcbenergyservices,TCB Energy Services,1,0,Mechanical Engineers,IV,147181
tccbrands,TCC BRANDS,1,0,Statisticians,II,102523
tcetra,T-Cetra,1,0,Software Developers,II,102627
tcgdigitalsolutions,TCG DIGITAL SOLUTIONS,4,0,Computer Systems Engineers/Architects,II,97354
tcibiotechusa,TCI Biotech USA,1,0,Network and Computer Systems Administrators,II,78499
tcmgroups,TCM Groups,1,0,Statisticians,I,94910
tcpacificconstruction,TC Pacific Construction,3,0,Civil Engineers,I,48443
tctgeneralcontractors,TCT General Contractors,2,0,"Architects, Except Landscape and Naval",II,82576
tcube360,TCUBE360,1,0,Software Developers,IV,130978
tdkusacorporation,TDK U.S.A. Corporation,8,0,Software Developers,II,151091
tdsynnexcorp,TD Synnex Corp,1,0,Computer and Information Systems Managers,II,139152
tdsynnexcorporation,TD SYNNEX CORPORATION,1,0,Data Scientists,III,109949
tdsynnexcorporationformerlytechdatacorporation,TD Synnex Corporation (formerly - Tech Data Corporation),1,0,Software Developers,NA,132196
teacherscollegecolumbiauniversity,"TEACHERS COLLEGE, COLUMBIA UNIVERSITY",5,0,Economists,II,72070
teachersinsuranceandannuityassociationofamerica,Teachers Insurance and Annuity Association of America,1,0,Business Intelligence Analysts,II,107016
teachforamerica,TEACH FOR AMERICA,1,0,Software Quality Assurance Analysts and Testers,III,126838
teamindustrialservices,Team Industrial Services,1,0,Mechanical Engineers,II,102856
teamsvise,TeamsVise,1,0,Information Technology Project Managers,III,107141
teamtagservices,Team TAG Services,5,0,Data Warehousing Specialists,IV,127754
teamtranquil,TEAM TRANQUIL,3,0,Information Technology Project Managers,II,90002
teamvyral,TEAM VYRAL,2,0,Database Administrators,II,89586
tecaholic,Tecaholic,8,0,Software Developers,II,107411.5
tecgroup,TEC Group,1,0,Electrical Engineers,IV,118934.4
techabstractor,Tech Abstractor,1,0,Business Intelligence Analysts,I,82763
techaffinityconsulting,TECHAFFINITY CONSULTING,1,0,Computer Systems Analysts,II,89773
techapexsolutions,TECH-APEX SOLUTIONS,6,0,Software Quality Assurance Analysts and Testers,II,83345.5
techarmitservices,TECHARM IT SERVICES,1,0,Software Quality Assurance Analysts and Testers,II,74277
techblocksnext,Techblocks Next,1,0,Software Quality Assurance Analysts and Testers,III,106517
techbridgepartners,TechBridge Partners,2,0,Software Developers,III,127878
techchoir,Techchoir,1,0,Software Developers,I,84094
techcoreglobal,TechCoreGlobal,3,0,Computer Network Architects,II,111342
techcritic,Tech Critic,1,0,Data Scientists,II,92040
techdigitalcorporation,TECHDIGITAL CORPORATION,1,0,Market Research Analysts and Marketing Specialists,IV,107224
techdivesolutions,TechDive Solutions,1,0,Database Administrators,II,96574
techfabric,Tech Fabric,2,0,Information Technology Project Managers,III,116833.5
techhaven,Techhaven,1,0,Software Developers,II,112985.6
techions,TECHIONS,3,0,Data Scientists,II,117291
techitsolutions,Tech IT Solutions,6,0,Software Developers,II,93506
techizee,Techizee,1,0,Business Intelligence Analysts,II,96678
techlent,Techlent,2,0,Data Scientists,II,78978
techlogicsolutions,TECHLOGIC SOLUTIONS,2,0,Computer Systems Analysts,II,105019
techmagix,Techmagix,2,0,Computer Systems Analysts,II,102034.5
techmahindranetworkservicesinternational,TECH MAHINDRA NETWORK SERVICES INTERNATIONAL,2,0,Computer Network Support Specialists,II,65936
techmatrix,TECHMATRIX,6,0,Database Administrators,II,100422.4
techmenttechnology,Techment Technology,1,0,Computer Systems Analysts,III,108722
techmileagesoftwaresolutions,TECHMILEAGE SOFTWARE SOLUTIONS,3,0,Software Developers,II,105976
technihire,TechniHire,3,0,Software Developers,II,85530
techniligent,Techniligent,1,0,Database Administrators,II,87173
technipros,Technipros,6,0,Software Developers,II,105997
technmanconsulting,TECHNMAN CONSULTING,1,0,Computer Systems Analysts,I,83450
technobrain,Techno Brain,1,0,General and Operations Managers,II,117541
technocore360,TechnoCore360,1,0,Software Developers,II,108826
technocraftsolutions,TECHNOCRAFT SOLUTIONS,8,0,Computer Systems Analysts,II,74173
technodeed,TECHNODEED,14,0,Software Developers,II,102585.5
technodrivebusinesssolutions,Technodrive Business Solutions,7,0,Software Developers,II,100526.4
technofixitsolutions,Technofix IT Solutions,5,0,Software Developers,II,105227
technogen,Technogen,15,0,Computer Programmers,II,101233.6
technoidentity,Technoidentity,1,0,Software Developers,II,103210
technokraftconsultancyservices,Technokraft consultancy services,1,0,Computer Network Architects,II,113714
technologiacorporation,TECHNOLOGIA CORPORATION,1,0,Computer Systems Engineers/Architects,II,88150
technologyassociates,Technology Associates,1,0,Mechanical Engineers,II,87589
technologyconceptsgroupinternational,Technology Concepts Group International,1,0,Logistics Analysts,II,83782
technologyhub,Technology Hub,5,0,Software Developers,II,105997
technologypartners,Technology Partners,4,0,Software Developers,IV,133972.8
technologyprofessionalsgroup,Technology Professionals Group,1,0,Computer and Information Systems Managers,II,133203
technologyventures,Technology Ventures,5,0,Computer Systems Engineers/Architects,III,127941
technoprobeamerica,Technoprobe America,1,0,Mechanical Engineers,II,97198
technosoftgroup,Technosoft Group,10,0,Software Developers,II,115481.5
technotasks,Techno Tasks,1,0,Software Developers,II,90397
technotherm,Technotherm,2,0,Mechanical Engineers,II,85987
technovera,TECHNOVERA,3,0,Software Developers,II,101109
technovisionsolution,TECHNOVISION SOLUTION,3,0,Software Developers,II,96366
technumen,Technumen,40,0,Software Developers,II,98561
techoauthsolutions,Techoauth Solutions,10,0,Software Developers,II,92394
techpillars,TECHPILLARS,11,0,Software Developers,II,103210
techprosolutions,Techpro Solutions,16,0,Software Developers,I,84469
techquency,Techquency,5,0,Software Developers,II,103542
techrabbit,Tech Rabbit,1,0,Software Developers,III,151549
techrooted,TECHROOTED,1,0,Data Warehousing Specialists,II,124800
techsmartglobal,TECHSMART GLOBAL,10,0,Software Developers,II,91874
techsoupglobal,TechSoup Global,1,0,Database Administrators,III,113859
techspaceit,Techspace IT,2,0,Data Scientists,II,105924
techspadeusa,TECH SPADE USA,4,0,Software Developers,II,92227.5
techspheresolutions,Techspheresolutions,1,0,Computer and Information Systems Managers,I,118061
techsunsoft,TECHSUN SOFT,1,0,Software Developers,II,105997
techsursolutions,Techsur Solutions,1,0,Software Developers,II,109262
techswitch,TECHSWITCH,1,0,Software Developers,II,82929.59999999999
techtroniccordlessgp,Techtronic Cordless GP,1,0,Electrical Engineers,II,85904
techtubusinesssolutions,Techtu Business Solutions,2,0,Computer Programmers,II,113568
techvueit,TechVue IT,2,0,Software Developers,I,79435.5
techwaveconsulting,TECHWAVE CONSULTING,10,0,Software Developers,II,103210
techwin,Techwin,2,0,Software Developers,II,89679.2
techwish,Tech Wish,5,0,Software Developers,II,122699
techylla,Techylla,1,0,Data Warehousing Specialists,II,104125
teckfortune,TeckFortune,1,0,Software Developers,II,105997
tecnicsconsulting,Tecnics Consulting,2,0,Software Developers,I,93652
tecowestinghousemotorcompany,TECO-Westinghouse Motor Company,2,0,Marketing Managers,II,125403
tecspiritcorp,Tecspirit Corp,4,0,Software Developers,II,100453.5
tecton,Tecton,1,0,Financial Managers,II,190757
tegramedicalholdings,Tegra Medical Holdings,1,0,Purchasing Managers,I,111176
tejasetechnologies,TEJASE TECHNOLOGIES,5,0,Software Developers,I,98217.59999999999
tejastubularproducts,Tejas Tubular Products,1,0,Mechanical Engineers,II,102856
tekamplify,TEK AMPLIFY,1,0,Information Technology Project Managers,II,83242
tekassemblycorporation,tekAssembly Corporation,4,0,Software Developers,II,105997
tekassociates,Tek Associates,1,0,Software Developers,III,97614
tekbizsolutions,Tekbiz Solutions,1,0,Business Intelligence Analysts,II,92040
tekdeft,TekDeft,1,0,Software Developers,II,97032
tekdelite,Tekdelite,10,0,Software Developers,III,92362.4
tekdoyengroup,TekDoyenGroup,2,0,Computer Programmers,I,75348
tekgeek,TekGeek,1,0,Software Developers,III,134347
tekgence,Tekgence,10,0,Software Developers,II,113766
tekgentesolutions,TEKGENTE SOLUTIONS,4,0,Software Developers,II,123656
tekinspire,TekInspire,1,0,Software Developers,II,123656
tekinteli,TEKINTELI,1,0,Software Developers,II,122699
tekinternational,Tek International,1,0,Software Developers,II,95243
tekioncorp,Tekion Corp,6,0,Business Intelligence Analysts,III,158642
tekiq,TEKIQ,1,0,Software Developers,II,123656
tekishubconsultingservices,TekisHub Consulting Services,3,0,Software Developers,II,94370
tekizma,Tekizma,1,0,Software Developers,III,148221
tekleaders,Tek Leaders,47,0,Computer Programmers,II,90210
teklinkinternational,TekLink International,4,0,Software Developers,II,100849
teknatio,TEKNATIO,13,0,Software Developers,II,102627.20000000001
teknest,TEKNEST,3,0,Software Developers,II,105227
teknobitsolutions,Teknobit Solutions,1,0,Software Developers,II,105206
teknowleap,TEKNOWLEAP,3,0,Software Developers,II,122699
teknozsoftwaresolutions,Teknoz Software Solutions,3,0,Software Developers,II,91645
teknxpert,TeknXpert,1,0,Software Developers,II,105996.8
tekorg,Tekorg,8,0,Software Developers,II,93870.5
tekprismit,Tekprismit,1,0,Software Developers,II,112986
tekpyramids,TEK PYRAMIDS,2,0,Software Developers,II,124217.59999999999
tekredefine,Tek Redefine,1,0,Computer Systems Analysts,IV,102253
tekreliance,TEKRELIANCE,2,0,Computer Systems Analysts,II,101888.80000000002
tekriders,TEKRIDERS,4,0,Software Developers,II,105112.5
tekscendphotomaskus,Tekscend Photomask US,1,0,Software Developers,III,132267
tekshark,Tekshark,1,0,Software Developers,II,105997
teksky,Teksky,3,0,Software Developers,II,97157
tektrnd,TekTRnd,1,0,Computer Systems Analysts,II,73008
tekva,Tekva,2,0,Software Developers,II,101150.5
tekvana,Tekvana,6,0,Software Developers,II,105997
tekvivid,Tekvivid,1,0,Computer Systems Engineers/Architects,II,83658
tekxel,Tekxel,6,0,"Computer Occupations, All Other",II,80038
tekyantra,Tek Yantra,11,0,Software Developers,II,110011
tekzenit,Tekzenit,1,0,Management Analysts,III,114962
telcobuycom,Telcobuy.com,1,0,Software Developers,III,132267
telecommunicationsystems,TeleCommunication Systems,10,0,Computer Systems Engineers/Architects,II,134024.5
telecomtechnologyservices,TELECOM TECHNOLOGY SERVICES,18,0,Electrical Engineers,II,99154
teledynelecroy,Teledyne LeCroy,2,0,Software Quality Assurance Analysts and Testers,II,133432
teleflexmedical,Teleflex Medical,1,0,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",II,65749
teleflexmedicalincorporated,Teleflex Medical Incorporated,1,0,Software Developers,II,109262
telefonicatech,Telefonica Tech,1,0,Electrical Engineers,IV,125174
telemundonetworkgroup,Telemundo Network Group,1,0,Media Programming Directors,IV,104770
telenav,Telenav,5,0,Software Developers,III,141367
teleo,Teleo,1,0,Robotics Engineers,III,153254
telepathcommunications,TELEPATH Communications,1,0,Software Developers,I,71947.20000000001
telephonedatasystems,Telephone & Data Systems,1,0,Software Developers,II,121451
telescopepartners,Telescope Partners,1,0,Software Developers,IV,206315
telesigncorporation,TELESIGN CORPORATION,1,0,Software Developers,IV,149947
teliospharma,Telios Pharma,1,0,Clinical Data Managers,IV,188885
telka,TELKA,1,0,"Electronics Engineers, Except Computer",I,84448
tellen,Tellen,1,0,Software Developers,III,112174
telligeninfotech,Telligen Infotech,1,0,Software Developers,II,123656
tellius,Tellius,2,0,Sales Engineers,III,154731
tellurideschooldistrictr1,Telluride School District R-1,3,0,"Elementary School Teachers, Except Special Education",NA,80056
telmanufacturingandengineeringofamerica,TEL Manufacturing and Engineering of America,1,0,Software Developers,III,147846
telnet,Telnet,2,0,"Electronics Engineers, Except Computer",II,105498
telstraincorporated,Telstra Incorporated,1,0,Sales Managers,I,126734
teltechnologycenteramerica,"TEL Technology Center, America",1,0,Chemical Engineers,IV,150259
telusagricultureconsumergoodsus,TELUS Agriculture & Consumer Goods US,1,0,Software Developers,II,88962
telusinternationaldigitalsolutions,TELUS International Digital Solutions,3,0,Computer and Information Systems Managers,II,102814
tempoai,Tempo Ai,1,0,Software Developers,IV,226158
temporaltechnologies,Temporal Technologies,2,0,Computer and Information Systems Managers,III,204401.5
tempratechnology,Tempra Technology,1,0,Mechanical Engineers,II,78582
temsoftware,TEM Software,1,0,Database Administrators,IV,133869
tenable,Tenable,3,0,Software Quality Assurance Analysts and Testers,IV,148803
tenadvertising,TEN ADVERTISING,1,0,Editors,II,85779.2
tenaroncapitalmanagementlp,TENARON CAPITAL MANAGEMENT LP,1,0,Financial Quantitative Analysts,II,100547
tenazx,TENAZX,2,0,Computer Systems Analysts,II,99112
tenberkearchitectsdpcfnaberkearchitectsdpc,Ten Berke Architects D.P.C. (f/n/a Berke Architects D.P.C.),1,0,"Architects, Except Landscape and Naval",II,87589
tenderloinneighborhooddevelopmentcorporation,Tenderloin Neighborhood Development Corporation,2,0,Social and Community Service Managers,IV,112694
tenerity,Tenerity,1,0,Computer Systems Engineers/Architects,IV,137405
tenetemployment,Tenet Employment,4,0,Database Architects,II,122949
tengtu,TENGTU,1,0,Accountants and Auditors,II,94972.79999999999
tensoropera,TensorOpera,1,0,Software Developers,I,146307
teqdata,Teqdata,1,0,Software Developers,II,108826
teqsphere,TeqSphere,1,0,Management Analysts,II,71094
tequitypartners,Tequity Partners,1,0,Software Developers,IV,148949
teradar,TeraDAR,1,0,Electrical Engineers,III,150259
teradataus,Teradata U.S,5,0,Software Developers,III,155605
terarecon,TeraRecon,2,0,Computer and Information Systems Managers,II,128752
terazo,Terazo,1,0,Database Architects,III,117874
terbiumtechnologies,Terbium Technologies,14,0,Software Developers,II,123313
teresapharma,TERESA PHARMA,1,0,Pharmacists,II,121014
terkianapc,"Terkiana, PC",1,0,Judicial Law Clerks,IV,88171
termgrid,Termgrid,1,0,Software Quality Assurance Analysts and Testers,III,126838
