instnm,ein
West Coast University-Orange County,954647739
West Georgia Technical College,581656795
West Hills Community College District,770323447
West Kentucky Community and Technical College,611320380
West Liberty University,556000822
West Los Angeles College,952587353
West Michigan College of Barbering and Beauty,900440232
West Shore Community College,381852447
West Texas A & M University,756031405
West Valley College,770268786
West Valley Mission Community College District Office,770268786
West Virginia Junior College-Bridgeport,550530181
West Virginia Junior College-Charleston,550530181
West Virginia Junior College-Morgantown,550530180
West Virginia Junior College-United Career Institute,550530180
West Virginia Northern Community College,550530182
West Virginia School of Osteopathic Medicine,550561541
West Virginia State University,556000839
West Virginia University,556000793
West Virginia University at Parkersburg,550523820
West Virginia University Hospital Departments of Rad Tech and Nutrition,550643304
West Virginia University Institute of Technology,560008300
West Virginia Wesleyan College,550357056
Westchester College of Nursing & Allied Health,274707732
Westchester School for Medical & Dental Assistants,562443907
Westchester School of Beauty Culture,131929873
Westcliff University,460658370
Western Area Career & Technology Center,251193986
Western Carolina University,566001440
Western Colorado University,846000558
Western Connecticut State University,66000798
Western Dakota Technical College,862647921
Western Governors University,841383926
Western Illinois University,370910458
Western Iowa Tech Community College,420926922
Western Kentucky University,606055628
Western Maricopa Education Center,421582295
Western Michigan University,386007327
Western Michigan University Homer Stryker M.D. School of Medicine,454135256
Western Nebraska Community College,476005299
Western Nevada College,886000024
Western New England University,42108376
Western New Mexico University,856000543
Western Oklahoma State College,731541762
Western Oregon University,472887845
Western Pennsylvania Hospital School of Nursing,250969492
Western Piedmont Community College,560816544
Western Seminary,930429022
Western Suffolk BOCES,116000131
Western Technical College,741657982
Western Technical College,741657982
Western Technical College,396002842
Western Technology Center,731105189
Western Texas College,751310636
Western Theological Seminary,382009204
Western University of Health Sciences,953127273
Western Washington University,916000562
Western Wyoming Community College,830204417
Westfield State University,46002284
Westminster College,430652617
Westminster College,250981156
Westminster Theological Seminary,231352689
Westminster Theological Seminary in California,953457731
Westminster University,870212470
Westmont College,951684793
Westmoreland County Community College,251208182
Wharton County Junior College,746002562
Whatcom Community College,910855768
Wheaton College,362182171
Wheaton College (Massachusetts),42103638
Wheeling University,550394213
White Earth Tribal and Community College,411978247
White Mountains Community College,900531902
Whitman College,910567740
Whittier College,951644048
Whitworth University,910473310
Whitworth University-Adult Degree Programs,910473310
Wichita State University,486029925
Wichita State University-Campus of Applied Sciences and Technology,201027060
Wichita Technical Institute,431918145
Widener University,231386178
Wilberforce University,310604719
Wiley University,750818183
Wilkes Community College,560846669
Wilkes University,240795506
Wilkes-Barre Area Career and Technical Center Practical Nursing,231701201
Willamette University,930386972
William & Mary,546001718
William Carey University,640329300
William Edge Institute,823399775
William James College,42620216
William Jessup University,941279803
William Jewell College,440545914
William Paterson University of New Jersey,222781603
William Peace University,560529988
William Penn University,420707120
William R Moore College of Technology,620497613
William Rainey Harper College,362582782
William T McFatter Technical College,596000530
William Woods University,430654876
Williams Baptist University,710240677
Williams College,42104847
Williams Technical College,800636794
Williamsburg Technical College,570518264
Williamson Christian College,621669683
Williamson College of the Trades,231352691
Williston State College,450324813
Wilmington College,310537514
Wilmington University,510107088
Wilson College,231352692
Wilson Community College,566052568
Wilton Simpson Technical College,596000647
Windward Community College,996000354
Winebrenner Theological Seminary,340877803
Wingate University,566049935
Winona State University,411687554
Winonah's International School of Cosmetology,900221247
Winston Salem Barber School,560459800
Winston-Salem State University,566001466
Winthrop University,576001204
Wiregrass Georgia Technical College,581774017
Wisconsin Lutheran College,237179639
Wisconsin School of Professional Psychology,391319049
Withlacoochee Technical College,596000546
Wittenberg University,310537177
Wofford College,570314422
Women's Institute of Torah Seminary and College,522116241
Won Institute of Graduate Studies,233102135
Wongu University of Oriental Medicine,462711511
Wood County Technical Center-Practical Nursing,556000418
Woodbury University,952786163
Woodland Community College,680447767
Woodruff Medical and Wellness Training,264151446
Wor-Wic Community College,521048147
Worcester Polytechnic Institute,42121659
Worcester State University,42760551
Word of Life Bible Institute,135648615
World A Cuts Barber Institute,471097498
World Class Academy of Beauty Careers,30530584
World Mission University,954230730
Worsham College of Mortuary Science,811912181
Wright State University-Lake Campus,310732831
Wright State University-Main Campus,310732831
WyoTech,830999005
Wytheville Community College,541268276
Xavier College School of Nursing,264263915
Xavier University,310537516
Xavier University of Louisiana,720635884
Xtylo Beauty College,463459892
Xtylo Beauty College,463459892
Yahweh Beauty Academy,800199449
Yakima Valley College,910671107
Yale University,60646973
Yavapai College,860208371
Yeshiva Bais Aharon,223388352
Yeshiva Chemdas Hatorah,260519864
Yeshiva College of the Nations Capital,521106842
Yeshiva D'monsey Rabbinical College,133235250
Yeshiva Derech Chaim,112357063
Yeshiva Gedola Tiferes Yaakov Yitzchok,474343465
Yeshiva Gedola Tiferes Yerachmiel,465269449
Yeshiva Gedolah Imrei Yosef D'spinka,112960037
Yeshiva Gedolah Keren Hatorah,454268490
Yeshiva Gedolah Kesser Torah,800115439
Yeshiva Gedolah of Cliffwood,223665609
Yeshiva Gedolah of Greater Detroit,382569760
Yeshiva Gedolah of Woodlake Village,651172303
Yeshiva Gedolah Shaarei Shmuel,262956884
Yeshiva Gedolah Tiferes Boruch,455371797
Yeshiva Gedolah Zichron Leyma,113449951
Yeshiva Karlin Stolin,111752027
Yeshiva Kollel Tifereth Elizer,112841113
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,112205623
Yeshiva of Kasho,113267941
Yeshiva of Machzikai Hadas,202570942
Yeshiva of Nitra Rabbinical College,111954560
Yeshiva of Ocean,464891469
Yeshiva of the Telshe Alumni,222368223
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,951786684
Yeshiva Ohr Naftoli,133913588
Yeshiva Ohr Yisrael,113618826
Yeshiva Shaar Ephraim,133582262
Yeshiva Shaarei Torah of Rockland,132905207
Yeshiva Sholom Shachna,113155803
Yeshiva Toras Chaim,223514050
Yeshiva University,131624225
Yeshiva Yesoda Hatorah Vetz Chaim,116003214
Yeshiva Yesodei Hatorah,223405666
Yeshiva Zichron Aryeh,954118740
Yeshivah Gedolah Rabbinical College,650809933
Yeshivas Be'er Yitzchok,200586967
Yeshivas Emek Hatorah,900356687
Yeshivas Novominsk,133071539
Yeshivas Sanz Klauzenburg,203152979
Yeshivat Hechal Shemuel,475093303
Yeshivath Beth Moshe,236409333
Yeshivath Shaar Hatorah,112449817
Yeshivath Viznitz,237379099
Yeshivath Zichron Moshe,141509297
Yo San University of Traditional Chinese Medicine,930999148
York College of Pennsylvania,231352698
York County Community College,10416015
York County School of Technology-Adult & Continuing Education,231683558
York Technical College,576024198
York University,470418641
Yosemite Community College District Office,521566989
Young Americans College of the Performing Arts,330488250
Young Harris College,580593414
Youngstown State University,341011998
YTI Career Institute-Altoona,251694983
YTI Career Institute-York,232575627
Yuba College,680447767
Yukon Beauty College Inc,412116904
